provision_id,article_number,label,level,text,source_document
ART_20_P5,20,20(5),paragraph,"Distributors shall, further to a reasoned request from a market surveillance authority, provide all the information and documentation, in paper or electronic form, necessary to demonstrate the conformity of the product with digital elements and the processes put in place by its manufacturer with this Regulation in a language that can be easily understood by that authority. They shall cooperate with that authority, at its request, on any measures taken to eliminate the cybersecurity risks posed by a product with digital elements which they have made available on the market.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_20_P6,20,20(6),paragraph,"Where the distributor of a product with digital elements becomes aware, on the basis of information in its possession, that the manufacturer of that product has ceased its operations and, as result, is not able to comply with the obligations laid down in this Regulation, the distributor shall inform, without undue delay, the relevant market surveillance authorities about this situation, as well as, by any means available and to the extent possible, the users of the products with digital elements placed on the market.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_21_S1,21,21 introductory wording,unnumbered,"An importer or distributor shall be considered to be a manufacturer for the purposes of this Regulation and shall be subject to Articles 13 and 14, where that importer or distributor places a product with digital elements on the market under its name or trademark or carries out a substantial modification of a product with digital elements already placed on the market.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_22_P1,22,22(1),paragraph,"A natural or legal person, other than the manufacturer, the importer or the distributor, that carries out a substantial modification of a product with digital elements and makes that product available on the market, shall be considered to be a manufacturer for the purposes of this Regulation.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_22_P2,22,22(2),paragraph,"The person referred to in paragraph 1 of this Article shall be subject to the obligations set out in Articles 13 and 14 for the part of the product with digital elements that is affected by the substantial modification or, if the substantial modification has an impact on the cybersecurity of the product with digital elements as a whole, for the entire product.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_23_P1,23,23(1),paragraph,"Economic operators shall, on request, provide the market surveillance authorities with the following information:",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_23_P1_a,23,23(1)(a),point,the name and address of any economic operator who has supplied them with a product with digital elements;,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_23_P1_b,23,23(1)(b),point,"where available, the name and address of any economic operator to whom they have supplied a product with digital elements.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_23_P2,23,23(2),paragraph,Economic operators shall be able to present the information referred to in paragraph 1 for 10 years after they have been supplied with the product with digital elements and for 10 years after they have supplied the product with digital elements.,KB 2/Europe/EU Cyber Resilience Act.pdf
ART_24_P1,24,24(1),paragraph,"Open-source software stewards shall put in place and document in a verifiable manner a cybersecurity policy to foster the development of a secure product with digital elements as well as an effective handling of vulnerabilities by the developers of that product. That policy shall also foster the voluntary reporting of vulnerabilities as laid down in Article 15 by the developers of that product and take into account the specific nature of the open-source software steward and the legal and organisational arrangements to which it is subject. That policy shall, in particular, include aspects related to documenting, addressing and remediating vulnerabilities and promote the sharing of information concerning discovered vulnerabilities within the open-source community.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_24_P2,24,24(2),paragraph,"Open-source software stewards shall cooperate with the market surveillance authorities, at their request, with a view to mitigating the cybersecurity risks posed by a product with digital elements qualifying as free and open-source software.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_24_P2_S1,24,24(2) subparagraph 1,subparagraph,"Further to a reasoned request from a market surveillance authority, open-source software stewards shall provide that authority, in a language which can be easily understood by that authority, with the documentation referred to in paragraph 1, in paper or electronic form.",KB 2/Europe/EU Cyber Resilience Act.pdf
ART_24_P3,24,24(3),paragraph,The obligations laid down in Article 14(1) shall apply to open-source software stewards to the extent that they are involved in the development of the products with digital elements. The obligations laid down in Article 14(3) and (8) shall apply to open-source software stewards to the extent that severe incidents having an impact on the security of products with digital elements affect network and information systems provided by the open-source software stewards for the development of such products.,KB 2/Europe/EU Cyber Resilience Act.pdf
