point_of_focus_id,criterion_ref,sequence,name,text,applicability,subgrouping,source_document
POF-A1.2-POF08,A1.2,8,Performs Data Backup,"Performs Data Backup — Procedures are in place for backing up data, monitoring to detect backup failures, and initiating corrective action when such failures occur.","The following points of focus, which apply only to an engagement using the trust services availability criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-A1.2-POF09,A1.2,9,Addresses Offsite Storage,Addresses Offsite Storage — Backup data is stored in a location at a distance from its principal storage location sufficient that the likelihood of a security or environmental threat event affecting both sets of data is reduced to an appropriate level.,"The following points of focus, which apply only to an engagement using the trust services availability criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-A1.2-POF10,A1.2,10,Implements Alternate Processing Infrastructure,Implements Alternate Processing Infrastructure — Measures are implemented for migrating processing to alternate infrastructure in the event normal processing infrastructure becomes unavailable.,"The following points of focus, which apply only to an engagement using the trust services availability criteria, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-A1.3-POF01,A1.3,1,Implements Business Continuity Plan Testing,Implements Business Continuity Plan Testing — Business continuity plan testing is performed on a periodic basis. The testing includes (1) development of testing scenarios based on threat likelihood and magnitude; (2) consideration of system components from across the entity that can impair the availability; (3) scenarios that consider the potential for the lack of availability of key personnel; and (4) revision of continuity plans and systems based on test results.,"The following points of focus, which apply only to an engagement using the trust services criteria for availability, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-A1.3-POF02,A1.3,2,Tests Integrity and Completeness of Backup Data,Tests Integrity and Completeness of Backup Data — The integrity and completeness of backup information is tested on a periodic basis.,"The following points of focus, which apply only to an engagement using the trust services criteria for availability, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-C1.1-POF01,C1.1,1,Identifies Confidential information,Identifies Confidential information — Procedures are in place to identify and designate confidential information when it is received or created and to determine the period over which the confidential information is to be retained.,"The following points of focus, which apply only to an engagement using the trust services criteria for confidentiality, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-C1.1-POF02,C1.1,2,Protects Confidential Information From Destruction,Protects Confidential Information From Destruction — Procedures are in place to protect confidential information from erasure or destruction during the specified retention period of the information.,"The following points of focus, which apply only to an engagement using the trust services criteria for confidentiality, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-C1.2-POF01,C1.2,1,Identifies Confidential Information for Destruction,Identifies Confidential Information for Destruction — Procedures are in place to identify confidential information requiring destruction when the end of the retention period is reached.,"The following points of focus, which apply only to an engagement using the trust services criteria for confidentiality, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-C1.2-POF02,C1.2,2,Destroys Confidential Information,Destroys Confidential Information — Procedures are in place to erase or otherwise destroy confidential information that has been identified for destruction.,"The following points of focus, which apply only to an engagement using the trust services criteria for confidentiality, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
POF-PI1.1-POF01,PI1.1,1,Identifies Information Specifications,Identifies Information Specifications — The entity identifies information specifications required to support the use of products and services.,"The following points of focus, which apply only to an engagement using the trust services criteria for processing integrity, highlight important characteristics relating to this criterion:",,"AICPA TSP Section 100 — 2017 Trust Services Criteria for Security, Availability, Processing Integrity, Confidentiality, and Privacy (includes March 2020 updates) [KB 2/USA/SOC 2.pdf]"
